
C:\Users\Bryce\Documents\ImageData\build\Debug>cmake --build .. 
Microsoft (R) Build Engine version 16.4.0+e901037fe for .NET Framework
Copyright (C) Microsoft Corporation. All rights reserved.

  AudioPlayer.cpp
  PI.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\Debug\PI.exe

C:\Users\Bryce\Documents\ImageData\build\Debug>.\PI.exe
513,24
514,22
515,21
516,19
517,17
518,15
519,12
520,10
521,7
522,4
523,1
524,-1
525,-4
526,-7
527,-10
528,-14
529,-17
530,-21
531,-24
532,-28
533,-32
534,-36
535,-39
536,-43
537,-47
538,-51
539,-55
540,-59
541,-62
542,-66
543,-70
544,-74
545,-77
546,-81
547,-84
548,-88
549,-91
550,-94
551,-97
552,-100
553,-103
554,-106
555,-109
556,-111
557,-113
558,-115
559,-117
560,-119
561,-121
562,-122
563,-123
564,-124
565,-125
566,-126
567,-126
568,-126
569,-127
570,-126
571,-126
572,-125
573,-125
574,-124
575,-123
576,-121
577,-120
578,-118
579,-116
580,-114
581,-112
582,-109
583,-107
584,-104
585,-101
586,-98
587,-95
588,-92
589,-88
590,-85
591,-81
592,-77
593,-74
594,-70
595,-66
596,-62
597,-57
598,-53
599,-49
600,-45
601,-41
602,-36
603,-32
604,-28
605,-24
606,-19
607,-15
608,-11
609,-7
610,-3
611,0
612,4
613,7
614,11
615,15
616,18
617,21
618,24
619,28
620,30
621,33
622,36
623,38
624,41
625,43
626,45
627,47
628,48
629,50
630,51
631,52
632,53
633,54
634,55
635,55
636,55
637,56
638,55
639,55
640,55
641,54
642,54
643,53
644,52
645,51
646,50
647,49
648,47
649,46
650,44
651,42
652,40
653,39
654,37
655,35
656,33
657,31
658,28
659,26
660,24
661,22
662,20
663,17
664,15
665,13
666,11
667,9
668,7
669,5
670,3
671,1
672,0
673,-1
674,-3
675,-4
676,-6
677,-7
678,-8
679,-9
680,-10
681,-10
682,-11
683,-11
684,-12
685,-12
686,-12
687,-12
688,-11
689,-11
690,-10
691,-10
692,-9
693,-8
694,-6
695,-5
696,-3
697,-2
698,0
699,1
700,3
701,5
702,8
703,10
704,13
705,15
706,18
707,21
708,24
709,27
710,30
711,33
712,37
713,40
714,43
715,47
716,50
717,53
718,57
719,60
720,64
721,67
722,70
723,73
724,77
725,80
726,83
727,86
728,89
729,92
730,94
731,97
732,99
733,102
734,104
735,106
736,108
737,110
738,111
739,113
740,114
741,115
742,116
743,117
744,117
745,118
746,118
747,118
748,118
749,117
750,117
751,116
752,115
753,114
754,112
755,111
756,109
757,107
758,105
759,103
760,100
761,98
762,95
763,92
764,89
765,85
766,82
767,78
768,75
769,71
770,67
771,63
772,59
773,55
774,51
775,46
776,42
777,37
778,33
779,29
780,24
781,19
782,15
783,10
784,6
785,2
786,-2
787,-6
788,-11
789,-15
790,-19
791,-23
792,-27
793,-31
794,-35
795,-39
796,-42
797,-46
798,-49
799,-52
800,-55
801,-58
802,-61
803,-63
804,-65
805,-68
806,-70
807,-72
808,-73
809,-75
810,-76
811,-77
812,-78
813,-79
814,-80
815,-80
816,-80
817,-80
818,-80
819,-80
820,-79
821,-79
822,-78
823,-77
824,-76
825,-75
826,-74
827,-72
828,-71
829,-69
830,-67
831,-65
832,-63
833,-61
834,-59
835,-57
836,-54
837,-52
838,-50
839,-47
840,-45
841,-42
842,-40
843,-37
844,-35
845,-32
846,-30
847,-28
848,-25
849,-23
850,-21
851,-19
852,-16
853,-14
854,-13
855,-11
856,-9
857,-7
858,-6
859,-4
860,-3
861,-2
862,-1
863,0
864,0
865,0
866,1
867,1
868,1
869,1
870,1
871,0
872,0
873,0
874,0
875,-1
876,-2
877,-4
878,-5
879,-6
880,-8
881,-10
882,-12
883,-14
884,-16
885,-18
886,-20
887,-23
888,-25
889,-28
890,-30
891,-33
892,-36
893,-39
894,-41
895,-44
896,-47
897,-50
898,-53
899,-56
900,-59
901,-62
902,-64
903,-67
904,-70
905,-73
906,-75
907,-78
908,-80
909,-83
910,-85
911,-87
912,-89
913,-91
914,-93
915,-94
916,-96
917,-97
918,-98
919,-99
920,-100
921,-101
922,-101
923,-102
924,-102
925,-102
926,-102
927,-101
928,-101
929,-100
930,-99
931,-98
932,-97
933,-95
934,-93
935,-92
936,-89
937,-87
938,-85
939,-82
940,-79
941,-77
942,-73
943,-70
944,-67
945,-63
946,-60
947,-56
948,-52
949,-48
950,-44
951,-40
952,-36
953,-31
954,-27
955,-22
956,-18
957,-13
958,-9
959,-4
960,0
961,4
962,9
963,13
964,18
965,22
966,27
967,31
968,36
969,40
970,44
971,48
972,52
973,56
974,60
975,63
976,67
977,70
978,73
979,77
980,79
981,82
982,85
983,87
984,89
985,92
986,93
987,95
988,97
989,98
990,99
991,100
992,101
993,101
994,102
995,102
996,102
997,102
998,101
999,101
1000,100
1001,99
1002,98
1003,97
1004,96
1005,94
1006,93
1007,91
1008,89
1009,87
1010,85
1011,83
1012,80
1013,78
1014,75
1015,73
1016,70
1017,67
1018,64
1019,62
1020,59
1021,56
1022,53
1023,50
1024,47
1025,44
1026,41
1027,39
1028,36
1029,33
1030,30
1031,28
1032,25
1033,23
1034,20
1035,18
1036,16
1037,14
1038,12
1039,10
1040,8
1041,6
1042,5
1043,4
1044,2
1045,1
1046,0
1047,0
1048,0
1049,0
1050,-1
1051,-1
1052,-1
1053,-1
1054,-1
1055,0
1056,0
1057,0
1058,1
1059,2
1060,3
1061,4
1062,6
1063,7
1064,9
1065,11
1066,13
1067,14
1068,16
1069,19
1070,21
1071,23
1072,25
1073,28
1074,30
1075,32
1076,35
1077,37
1078,40
1079,42
1080,45
1081,47
1082,50
1083,52
1084,54
1085,57
1086,59
1087,61
1088,63
1089,65
1090,67
1091,69
1092,71
1093,72
1094,74
1095,75
1096,76
1097,77
1098,78
1099,79
1100,79
1101,80
1102,80
1103,80
1104,80
1105,80
1106,80
1107,79
1108,78
1109,77
1110,76
1111,75
1112,73
1113,72
1114,70
1115,68
1116,65
1117,63
1118,61
1119,58
1120,55
1121,52
1122,49
1123,46
1124,42
1125,39
1126,35
1127,31
1128,27
1129,23
1130,19
1131,15
1132,11
1133,6
1134,2
1135,-2
1136,-6
1137,-10
1138,-15
1139,-19
1140,-24
1141,-29
1142,-33
1143,-37
1144,-42
1145,-46
1146,-51
1147,-55
1148,-59
1149,-63
1150,-67
1151,-71
1152,-75
1153,-78
1154,-82
1155,-85
1156,-89
1157,-92
1158,-95
1159,-98
1160,-100
1161,-103
1162,-105
1163,-107
1164,-109
1165,-111
1166,-112
1167,-114
1168,-115
1169,-116
1170,-117
1171,-117
1172,-118
1173,-118
1174,-118
1175,-118
1176,-117
1177,-117
1178,-116
1179,-115
1180,-114
1181,-113
1182,-111
1183,-110
1184,-108
1185,-106
1186,-104
1187,-102
1188,-99
1189,-97
1190,-94
1191,-92
1192,-89
1193,-86
1194,-83
1195,-80
1196,-77
1197,-73
1198,-70
1199,-67
1200,-64
1201,-60
1202,-57
1203,-53
1204,-50
1205,-47
1206,-43
1207,-40
1208,-37
1209,-33
1210,-30
1211,-27
1212,-24
1213,-21
1214,-18
1215,-15
1216,-13
1217,-10
1218,-8
1219,-5
1220,-3
1221,-1
1222,0
1223,2
1224,3
1225,5
1226,6
1227,8
1228,9
1229,10
1230,10
1231,11
1232,11
1233,12
1234,12
1235,12
1236,12
1237,11
1238,11
1239,10
1240,10
1241,9
1242,8
1243,7
1244,6
1245,4
1246,3
1247,1
1248,0
1249,-1
1250,-3
1251,-5
1252,-7
1253,-9
1254,-11
1255,-13
1256,-15
1257,-17
1258,-20
1259,-22
1260,-24
1261,-26
1262,-28
1263,-31
1264,-33
1265,-35
1266,-37
1267,-39
1268,-40
1269,-42
1270,-44
1271,-46
1272,-47
1273,-49
1274,-50
1275,-51
1276,-52
1277,-53
1278,-54
1279,-54
1280,-55
1281,-55
1282,-55
1283,-56
1284,-55
1285,-55
1286,-55
1287,-54
1288,-53
1289,-52
1290,-51
1291,-50
1292,-48
1293,-47
1294,-45
1295,-43
1296,-41
1297,-38
1298,-36
1299,-33
1300,-30
1301,-28
1302,-24
1303,-21
1304,-18
1305,-15
1306,-11
1307,-7
1308,-4
1309,0
1310,3
1311,7
1312,11
1313,15
1314,19
1315,24
1316,28
1317,32
1318,36
1319,41
1320,45
1321,49
1322,53
1323,57
1324,62
1325,66
1326,70
1327,74
1328,77
1329,81
1330,85
1331,88
1332,92
1333,95
1334,98
1335,101
1336,104
1337,107
1338,109
1339,112
1340,114
1341,116
1342,118
1343,120
1344,121
1345,123
1346,124
1347,125
1348,125
1349,126
1350,126
1351,127
1352,126
1353,126
1354,126
1355,125
1356,124
1357,123
1358,122
1359,121
1360,119
1361,117
1362,115
1363,113
1364,111
1365,109
1366,106
1367,103
1368,100
1369,97
1370,94
1371,91
1372,88
1373,84
1374,81
1375,77
1376,74
1377,70
1378,66
1379,62
1380,59
1381,55
1382,51
1383,47
1384,43
1385,39
1386,36
1387,32
1388,28
1389,24
1390,21
1391,17
1392,14
1393,10
1394,7
1395,4
1396,1
1397,-1
1398,-4
1399,-7
1400,-10
1401,-12
1402,-15
1403,-17
1404,-19
1405,-21
1406,-22
1407,-24
1408,-26
1409,-27
1410,-28
1411,-29
1412,-30
1413,-30
1414,-31
1415,-31
1416,-31
1417,-31
1418,-31
1419,-31
1420,-30
1421,-30
1422,-29
1423,-28
1424,-27
1425,-26
1426,-25
1427,-24
1428,-22
1429,-21
1430,-19
1431,-17
1432,-16
1433,-14
1434,-12
1435,-10
1436,-8
1437,-6
1438,-4
1439,-2
1440,0
1441,2
1442,4
1443,6
1444,8
1445,10
1446,12
1447,14
1448,16
1449,17
1450,19
1451,21
1452,22
1453,24
1454,25
1455,26
1456,27
1457,28
1458,29
1459,30
1460,30
1461,31
1462,31
1463,31
1464,31
1465,31
1466,31
1467,30
1468,30
1469,29
1470,28
1471,27
1472,26
1473,24
1474,22
1475,21
1476,19
1477,17
1478,15
1479,12
1480,10
1481,7
1482,4
1483,1
1484,-1
1485,-4
1486,-7
1487,-10
1488,-14
1489,-17
1490,-21
1491,-24
1492,-28
1493,-32
1494,-36
1495,-39
1496,-43
1497,-47
1498,-51
1499,-55
1500,-59
1501,-62
1502,-66
1503,-70
1504,-74
1505,-77
1506,-81
1507,-84
1508,-88
1509,-91
1510,-94
1511,-97
1512,-100
1513,-103
1514,-106
1515,-109
1516,-111
1517,-113
1518,-115
1519,-117
1520,-119
1521,-121
1522,-122
1523,-123
1524,-124
1525,-125
1526,-126
1527,-126
1528,-126
1529,-127
1530,-126
1531,-126
1532,-125
1533,-125
1534,-124
1535,-123
1536,-121
1537,-120
1538,-118
1539,-116
1540,-114
1541,-112
1542,-109
1543,-107
1544,-104
1545,-101
1546,-98
1547,-95
1548,-92
1549,-88
1550,-85
1551,-81
1552,-77
1553,-74
1554,-70
1555,-66
1556,-62
1557,-57
1558,-53
1559,-49
1560,-45
1561,-41
1562,-36
1563,-32
1564,-28
1565,-24
1566,-19
1567,-15
1568,-11
1569,-7
1570,-3
1571,0
1572,4
1573,7
1574,11
1575,15
1576,18
1577,21
1578,24
1579,28
1580,30
1581,33
1582,36
1583,38
1584,41
1585,43
1586,45
1587,47
1588,48
1589,50
1590,51
1591,52
1592,53
1593,54
1594,55
1595,55
1596,55
1597,56
1598,55
1599,55
1600,55
1601,54
1602,54
1603,53
1604,52
1605,51
1606,50
1607,49
1608,47
1609,46
1610,44
1611,42
1612,40
1613,39
1614,37
1615,35
1616,33
1617,31
1618,28
1619,26
1620,24
1621,22
1622,20
1623,17
1624,15
1625,13
1626,11
1627,9
1628,7
1629,5
1630,3
1631,1
1632,0
1633,-1
1634,-3
1635,-4
1636,-6
1637,-7
1638,-8
1639,-9
1640,-10
1641,-10
1642,-11
1643,-11
1644,-12
1645,-12
1646,-12
1647,-12
1648,-11
1649,-11
1650,-10
1651,-10
1652,-9
1653,-8
1654,-6
1655,-5
1656,-3
1657,-2
1658,0
1659,1
1660,3
1661,5
1662,8
1663,10
1664,13
1665,15
1666,18
1667,21
1668,24
1669,27
1670,30
1671,33
1672,37
1673,40
1674,43
1675,47
1676,50
1677,53
1678,57
1679,60
1680,64
1681,67
1682,70
1683,73
1684,77
1685,80
1686,83
1687,86
1688,89
1689,92
1690,94
1691,97
1692,99
1693,102
1694,104
1695,106
1696,108
1697,110
1698,111
1699,113
1700,114
1701,115
1702,116
1703,117
1704,117
1705,118
1706,118
1707,118
1708,118
1709,117
1710,117
1711,116
1712,115
1713,114
1714,112
1715,111
1716,109
1717,107
1718,105
1719,103
1720,100
1721,98
1722,95
1723,92
1724,89
1725,85
1726,82
1727,78
1728,75
1729,71
1730,67
1731,63
1732,59
1733,55
1734,51
1735,46
1736,42
1737,37
1738,33
1739,29
1740,24
1741,19
1742,15
1743,10
1744,6
1745,2
1746,-2
1747,-6
1748,-11
1749,-15
1750,-19
1751,-23
1752,-27
1753,-31
1754,-35
1755,-39
1756,-42
1757,-46
1758,-49
1759,-52
1760,-55
1761,-58
1762,-61
1763,-63
1764,-65
1765,-68
1766,-70
1767,-72
1768,-73
1769,-75
1770,-76
1771,-77
1772,-78
1773,-79
1774,-80
1775,-80
1776,-80
1777,-80
1778,-80
1779,-80
1780,-79
1781,-79
1782,-78
1783,-77
1784,-76
1785,-75
1786,-74
1787,-72
1788,-71
1789,-69
1790,-67
1791,-65
1792,-63
1793,-61
1794,-59
1795,-57
1796,-54
1797,-52
1798,-50
1799,-47
1800,-45
1801,-42
1802,-40
1803,-37
1804,-35
1805,-32
1806,-30
1807,-28
1808,-25
1809,-23
1810,-21
1811,-19
1812,-16
1813,-14
1814,-13
1815,-11
1816,-9
1817,-7
1818,-6
1819,-4
1820,-3
1821,-2
1822,-1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,1
1829,1
1830,1
1831,0
1832,0
1833,0
1834,0
1835,-1
1836,-2
1837,-4
1838,-5
1839,-6
1840,-8
1841,-10
1842,-12
1843,-14
1844,-16
1845,-18
1846,-20
1847,-23
1848,-25
1849,-28
1850,-30
1851,-33
1852,-36
1853,-39
1854,-41
1855,-44
1856,-47
1857,-50
1858,-53
1859,-56
1860,-59
1861,-62
1862,-64
1863,-67
1864,-70
1865,-73
1866,-75
1867,-78
1868,-80
1869,-83
1870,-85
1871,-87
1872,-89
1873,-91
1874,-93
1875,-94
1876,-96
1877,-97
1878,-98
1879,-99
1880,-100
1881,-101
1882,-101
1883,-102
1884,-102
1885,-102
1886,-102
1887,-101
1888,-101
1889,-100
1890,-99
1891,-98
1892,-97
1893,-95
1894,-93
1895,-92
1896,-89
1897,-87
1898,-85
1899,-82
1900,-79
1901,-77
1902,-73
1903,-70
1904,-67
1905,-63
1906,-60
1907,-56
1908,-52
1909,-48
1910,-44
1911,-40
1912,-36
1913,-31
1914,-27
1915,-22
1916,-18
1917,-13
1918,-9
1919,-4
1920,0
1921,4
1922,9
1923,13
1924,18
1925,22
1926,27
1927,31
1928,36
1929,40
1930,44
1931,48
1932,52
1933,56
1934,60
1935,63
1936,67
1937,70
1938,73
1939,77
1940,79
1941,82
1942,85
1943,87
1944,89
1945,92
1946,93
1947,95
1948,97
1949,98
1950,99
1951,100
1952,101
1953,101
1954,102
1955,102
1956,102
1957,102
1958,101
1959,101
1960,100
1961,99
1962,98
1963,97
1964,96
1965,94
1966,93
1967,91
1968,89
1969,87
1970,85
1971,83
1972,80
1973,78
1974,75
1975,73
1976,70
1977,67
1978,64
1979,62
1980,59
1981,56
1982,53
1983,50
1984,47
1985,44
1986,41
1987,39
1988,36
1989,33
1990,30
1991,28
1992,25
1993,23
1994,20
1995,18
1996,16
1997,14
1998,12
1999,10
Terminate batch job (Y/N)? 
