
C:\Users\Bryce\Documents\ImageData\build\Debug>cmake --build .. 
Microsoft (R) Build Engine version 16.4.0+e901037fe for .NET Framework
Copyright (C) Microsoft Corporation. All rights reserved.

  common.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\common.lib
  OpenAL.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\OpenAL32.dll
  AudioPlayer.cpp
  PI.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\Debug\PI.exe
  ex-common.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\ex-common.lib
  alrecord.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\alrecord.exe
  altonegen.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\altonegen.exe
  openal-info.vcxproj -> C:\Users\Bryce\Documents\ImageData\build\openal-soft\Debug\openal-info.exe

C:\Users\Bryce\Documents\ImageData\build\Debug>.\PI.exe
128 128
5.51724
0,32767
1,32668
2,32379
3,31903
4,31244
5,30409
6,29407
7,28250
8,26949
9,25518
10,23972
11,22327
12,20602
13,18814
14,16981
15,15124
16,13261
17,11411
18,9595
19,7829
20,6133
21,4523
22,3016
23,1626
24,367
25,-749
26,-1713
27,-2516
28,-3151
29,-3614
30,-3902
31,-4015
32,-3953
33,-3721
34,-3324
35,-2770
36,-2066
37,-1225
38,-259
39,817
40,1990
41,3243
42,4558
43,5918
44,7303
45,8694
46,10073
47,11421
48,12719
49,13949
50,15093
51,16135
52,17059
53,17852
54,18501
55,18994
56,19323
57,19479
58,19457
59,19254
60,18867
61,18297
62,17546
63,16619
64,15522
65,14263
66,12852
67,11301
68,9623
69,7833
70,5947
71,3981
72,1954
73,-116
74,-2210
75,-4308
76,-6391
77,-8441
78,-10437
79,-12361
80,-14197
81,-15927
82,-17536
83,-19010
84,-20336
85,-21504
86,-22503
87,-23327
88,-23969
89,-24427
90,-24699
91,-24785
92,-24688
93,-24413
94,-23965
95,-23352
96,-22587
97,-21678
98,-20641
99,-19490
100,-18240
101,-16908
102,-15513
103,-14072
104,-12604
105,-11128
106,-9664
107,-8229
108,-6843
109,-5523
110,-4286
111,-3149
112,-2125
113,-1228
114,-471
115,137
116,587
117,873
118,989
119,933
120,705
121,305
122,-262
123,-993
124,-1880
125,-2914
126,-4084
127,-5377
128,-6781
129,-8280
130,-9857
131,-11496
132,-13178
133,-14885
134,-16597
135,-18297
136,-19964
137,-21580
138,-23126
139,-24586
140,-25941
141,-27177
142,-28279
143,-29234
144,-30030
145,-30658
146,-31110
147,-31379
148,-31461
149,-31354
150,-31058
151,-30575
152,-29909
153,-29064
154,-28050
155,-26875
156,-25550
157,-24089
158,-22506
159,-20816
160,-19036
161,-17183
162,-15275
163,-13332
164,-11372
165,-9415
166,-7480
167,-5586
168,-3750
169,-1991
170,-325
171,1231
172,2665
173,3964
174,5115
175,6110
176,6941
177,7602
178,8088
179,8399
180,8534
181,8495
182,8286
183,7913
184,7385
185,6710
186,5900
187,4969
188,3930
